shelf;url;title;author;illustrator;year;publisher;rating;total_rating;total_review;genres;description;image_file
non-fiksi;https://www.goodreads.com/book/show/36440534-a-to-z-asi-menyusui;a to z ASI & Menyusui;Fitra Sukrita Irsal;;2017;Pustaka Bunda;4.83;6ratings;3reviews;Nonfiction;"Menyusui merupakan fase penting dalam kehidupan seorang ibu, proses ibu berjuang untuk menyempurnakan idealismenya, bahkan menemukan jati dirinya.
Seperti dalam hidup, kegiatan menyusui pun ada jatuh bangun. Sebagian besar ibu bisa melewainya dengan mudah, sebagian lain berhasil dengan usaha keras, dan sebagian kecil tak berhasil melewatinya meski sudah berusaha optimal.
Bersyukurlah saat telah berhasil melewati proses menyusui dengan mulus. Jangan patah arang jika menemui kendala dan proses menyusui kita berjalan tak sempurna.
Entah kita berhasil menyusui sepenuhnya atau sebagian, menyusui tetap akan menjadi kenangan yang manis dan batu loncatan yang baik bagi kita untuk menjadi orang tua sepenuhnya.";2017_a_to_z_ASI_&_Menyusui.jpg
non-fiksi;https://www.goodreads.com/book/show/37540634-melancong-irit-ke-iran;Melancong Irit ke Iran;Hairun Fahrudin;;2017;Elex Media Komputindo;4.00;6ratings;3reviews;Nonfiction;"Apa yang ada di benak Anda saat mendengar nama Iran? Apakah Anda langsung terpikir tentang krisis politiknya dengan negara-negara barat, atau keunikan budaya serta keindahan masjid-masjidnya yang luar biasa? Apa pun yang ada di isi kepala Anda, Iran sangat layak untuk dikunjungi.
Rangkuman cerita perjalanan penuh warna di Iran tersaji di buku ini. Mulai dari menapak-tilasi jejak revolusi Islam Iran di tahun 1979, mengunjungi artefak peninggalan penganut Zoroaster, melongok sisa-sisa kejayaan Persepolis, bahkan juga berziarah ke makam Hafez sang penyair Persia legendaris.
Menariknya lagi, perjalanan dilakukan ala backpacker dengan bujet irit. Tak lupa, tips-tips berguna supaya perjalanan ke Iran bisa dilakukan dengan ongkos semurah mungkin juga ada di buku ini. Tertarik ke Iran dengan biaya";2017_Melancong_Irit_ke_Iran.jpg
non-fiksi;https://www.goodreads.com/book/show/36426064-rockstar-teacher;Rockstar Teacher: Menciptakan Kelas yang Bahagia dan Menyenangkan ala Rockstar;Asril Novian Alifi;;2017;Bentang Pustaka;4.50;6ratings;3reviews;Nonfiction;"Apa persamaan dari guru dan seorang
rockstar
? Sama-sama harus menguasai “panggung” dan membuat “penontonnya” antusias.
Tantangan paling utama bagi seorang guru adalah membuat para siswa di kelasnya tidak bosan dan selalu merasa bahagia ketika belajar. Terlebih lagi bagi siswa generasi Z yang ingin serbacepat dan senang tantangan. Asril Novian Alifi, Konsultan Sekolah di Next Edu Indonesia yang pernah menjabat sebagai kepala sekolah pada usianya yang masih relatif muda, menemukan metode mengajar yang inovatif, kreatif, dan sangat mudah diaplikasikan. Baginya, jika kegiatan belajar-mengajar diibaratkan dengan konser musik, guru adalah artisnya, penonton adalah siswanya, dan ruang kelas adalah panggung pertunjukannya.
Metode tersebut dinamakan “Rockstar Teacher”. Melalui metode ini, kita aka";2017_Rockstar_Teacher_Menciptakan_Kelas_yang_Bahagia_dan_Menyenan.jpg
non-fiksi;https://www.goodreads.com/book/show/37781431-secangkir-coklat-panas;Secangkir Coklat Panas;Kembangmanggis;;2017;Gramedia Pustaka Utama;4.10;61ratings;17reviews;Nonfiction;"Sketsa-sketsa Kembangmanggis ""Secangkir Coklat Panas"" merupakan rangkaian kisah-kisah ringan keseharian dalam impresi aliran kata-kata dan impresi tarikan garis-garis ilustrasi yang tidak sempurna, dalam rangkaian hidup yang serba-tak-sempurna.
Hidup ini sederhana. Hidup ini penuh warna. Hidup ini problem. Tentu saja! Namun di tangan kitalah keputusan untuk menyikapinya.
Bisa dibaca sambil tertawa atau terharu.
Sambil mengisi waktu santai atau saat menunggu.
Ada kebijakan dalam napasnya.
Ada inspirasi.
Ada kesederhanaan keseharian.
Ada warna-warni kehidupan.
Ada wawasan.
Ada kebebasan pada setiap diri kita. Yang sering terlupakan.";2017_Secangkir_Coklat_Panas.jpg
non-fiksi;https://www.goodreads.com/book/show/34373099-jalan-pulang;Jalan Pulang;Maria Hartiningsih;;2017;KPG (Kepustakaan Populer Gramedia);4.16;61ratings;14reviews;Nonfiction;"Awal dan akhir suatu perjalanan mustahil diungkapkan, tetapi begitu melangkah, tak ada kekuatan dari luar yang dapat menghentikan.
Setiap langkah adalah doa.
Di dalamnya ada yang berlalu dan yang baru, namun yang lalu adalah baru dan yang baru segera lalu, dengan Waktu sebagai Sang Penentu. Di dalam waktu, semua datang untuk pergi dan yang pergi akan hadir lagi dalam bungkus lain.
Semuanya menyertai perjalanan sampai di penghujung, entah di mana, karena bukan itu tujuanku.
Proses berjalan; adalah yang lebih penting.
Meski demikian, kujumpai stasi demi stasi untuk mengambil napas; pemberhentian untuk melihat kembali tapak demi tapak yang menyilam dan menatapnya dalam-dalam. Kemudian, kulanjutkan perjalanan.
Camino Santiago—Lourdes—Plum Village—Oran dan Mostaganem adalah serangkaian perjalan";2017_Jalan_Pulang.jpg
non-fiksi;https://www.goodreads.com/book/show/35261275-surat-untuk-mama;Surat untuk Mama;Kristin Samah;;2017;PT Gramedia Pustaka Utama;3.00;5ratings;2reviews;Nonfiction;"Mengapa harus Mama? Mama kan orang baik? Tidak mungkin Mama melakukan hal yang buruk….”Begitulah seorang perempuan yang juga seorang ibu akan mendapat pertanyaan bertubi-tubi dari anaknya ketika sedang menghadapi satu masalah serius. Dan pertanyaan itu akan membuat seorang ibu dua kali menjadi pesakitan. Konsekuensi hukum yang bakal terjadi dan harus dihadapi mungkin bisa diperhitungkan kemungkinankemungkinannya, namun ketika berhadapan dengan anak-anak…. Jujur atau berpura-pura sungguh bukan pilihan yang mudah.
Para ibu ini berbagi cerita, bagaimana mereka berinteraksi dengan anak-anak ketika masa sulit itu datang. Apa pun yang dikejar ketika menjadi manusia merdeka, menjadi tidak memiliki nilai sama sekali ketika harus dihadapkan pada pilihan antara kemewahan material atau kehangatan tin";2017_Surat_untuk_Mama.jpg
non-fiksi;https://www.goodreads.com/book/show/36467772-hari-hari-calon-dokter-hewan-depresi;Hari-hari Calon Dokter Hewan Depresi;Rifky Rizkiantino;;2017;Bhuana Ilmu Populer;3.20;5ratings;2reviews;Nonfiction;"Dokter hewan? Apa sih? Apa sama dengan dokter umum? Apa mereka itu dokter-dokteran? Cabe-cabean? atau lada-ladaan? Benda apa sebenarnya mereka?
Dokter hewan itu unik. Kenapa? Karena spesies hewan di Bumi ini banyak banget. Semuanya harus kami pelajari hanya dalam waktu 5 setengah tahun di kampus. Dan, tentu tak gampang. Ada banyak risiko yang mesti ditanggung. Tertular penyakit dari hewan, cidera karena ulah pasien yang ""menggemaskan"" seperti harimau misalnya, hingga risiko ditinggal menikah karena waktu studi yang lama. Huft.
Dan, kehidupan kaos adalah salah satu fase yang sangat menarik untuk diceritakan. Dalam fase ini, kita bisa melihat kisah di balik layar seorang dokter hewan sebelum ia terlihat keren menggunakan jas putih kebanggaan. Sebelum mereka ber-selfie ria di ruang operasi da";2017_Hari-hari_Calon_Dokter_Hewan_Depresi.jpg
non-fiksi;https://www.goodreads.com/book/show/35506669-band-of-aryans;Band of Aryans: Kisah Legiun Jermanik Hitler;Nino Oktorino;;2017;Elex Media Komputindo;4.20;5ratings;1review;Nonfiction;"Ketika Hitler menyerbu Uni Soviet, ia berusaha menyamarkan motifnya dengan melancarkan suatu kampanye propaganda yang menggambarkan agresinya sebagai sebuah Perang Suci Eropa melawan Komunisme. Himmler dipercayai untuk membentuk legiun-legiun sukarelawan bagi Waffen-SS yan bertempur di Front Timur, yang dipilihnya dari bangsa-bangsa yang disebut sebagai Jermanik: orang Belanda, Vlam, Denmark, dan Norwegia-yang kemudian ditambah para sukarelawan Swiss, Swedia, Liechtenstein dan beberapa orang Inggris serta Breton-Prancis.
Band of Aryans mengisahkan dengan rinci mengenai motivasi, asal mula dan karier militer dari para sukarelawan yang memilih untuk mengabdi pada Hitler serta bertempur dan mati di Front Timur ini.";2017_Band_of_Aryans_Kisah_Legiun_Jermanik_Hitler.jpg
non-fiksi;https://www.goodreads.com/book/show/35426243-wisata-halal-jepang;Wisata Halal Jepang;Laily Nihayati;;2017;Gramedia Pustaka Utama;3.40;5ratings;4reviews;Nonfiction;"Siapa yang tak terpikat dengan pesona Jepang? Sakura, pesta kembang api, daun yang berguguran, dan salju. Pemandangan inilah yang menjadi daya tarik utama bagi para pelancong untuk menikmati Jepang. Budaya yang kaya, tradisi yang unik, teknologi yang canggih, fashion dan budaya pop yang menarik, serta kuliner yang khas juga tak kalah menarik untuk dinikmati.
Atas ketertarikan itu, Laily Nihayati mengunjungi negeri impiannya. Ia menjelajahi tiga kota utama Jepang, yaitu Tokyo, Kyoto, dan Osaka. Hasil perjalanannya ia tuliskan dalam buku ini, Wisata Halal Jepang. Tak sekadar mengisahkan perjalanan Laily menjelajah Jepang, buku ini siap membantu dan memudahkanmu menikmati perjalanan tanpa khawatir tentang kehalalan makanan dan keleluasaan beribadah. Referensi tempat wisata, lokasi kuliner, ho";2017_Wisata_Halal_Jepang.jpg
non-fiksi;https://www.goodreads.com/book/show/36137079-pemikiran-minangkabau;Pemikiran Minangkabau: Catatan Budaya A.A. Navis;A.A. Navis;;2017;Angkasa;3.20;5ratings;2reviews;Nonfiction;;2017_Pemikiran_Minangkabau_Catatan_Budaya_A.A._Navis.jpg
non-fiksi;https://www.goodreads.com/book/show/37831037-bung;Bung: Memoar Tentang Mahbub Djunaidi;Isfandiari MD;;2017;Buku Obor;3.80;5ratings;0reviews;Nonfiction;"Sosok Mahbub Djunaidi memang tak pernah habis untuk dibahas. Pria Betawi keturunan Banten-Jerman ini dikenal sebagai pribadi yang unik. Karyanya mencerminkan karakter sejatinya. Jalan pikirannya sulit ditebak, humornya kadang membuat kita terhenyak, dan kebebasan ekspresinya dalam karya tulis masih sulit ditandingi oleh penulis-penulis saat ini. Ia memandang dunia dalam versinya sendiri dan versi itu dibagikan pada khalayak umum lewat karya tulisnya.
Lewat memoar ini, pembaca diajak lebih dekat lagi dengan Pak Mahbub. Bagaimana kesehariannya di tengah keluarga, bagaimana ia memotret fenomena di sekitarnya untuk dijadikan bahan tulisan yang ditunggu oleh banyak penggemarnya. Memoar ini sedikit banyak menggambarkan pribadi Mahbub yang mengispirasi generasi setelahnya. Bukan untuk mendapatkan";2017_Bung_Memoar_Tentang_Mahbub_Djunaidi.jpg
non-fiksi;https://www.goodreads.com/book/show/36332179-menyelami-bacaan-shalat;Menyelami Bacaan Shalat: Edisi Panduan;Fajar Kurnianto;;2017;Elex Media Komputindo;3.60;5ratings;1review;Nonfiction;Shalat adalah salah satu rukun Islam, yakni rukun Islam kedua setelah syahadat. Dalam hadis disebutkan, bahwa amalan pertama yang akan diperhitungkan Allah adalah shalat. Jika baik shalatnya, maka baiklah semuanya. Begitupun sebaliknya, jika buruk shalatnya, maka buruklah semuanya. Buku ini hadir ke tangan Anda, pembaca untuk mengingatkan perihal shalat, terutama shalat fardhu yang tak boleh ditinggalkan bagaimanapun kondisinya. Ini adalah buku tentang panduan atau tuntunan shalat praktis yang membuat pembaca langsung mengerti dengan segera setelah membacanya dan segera mengerjakannya. Dengan ilustrasi-ilustrasi yang menarik, buku ini menjadi panduan praktis shalat yang mudah dicerna dan dipahami. Pada akhirnya, pembaca akan semakin giat mengerjakan shalat, dan lebih dari itu khusyuk dalam;2017_Menyelami_Bacaan_Shalat_Edisi_Panduan.jpg
non-fiksi;https://www.goodreads.com/book/show/36472305-guru-muslim-abad-21;Guru Muslim Abad 21;Intan Irawati;;2017;Elex Media Komputindo;3.80;5ratings;1review;Nonfiction;"Buku ini merupakan kumpulan tulisan yang berisi pengalaman-pengalaman guru PAUD sampai SMA dalam mendidik di abad 21. Ditulis dengan bahasa ringan dan populer, di dalamnya diulas persiapan yang diperlukan guru untuk menjadi guru muslim yang handal dan tangguh serta metode dan strategi untuk menyajikan pembelajaran yang bermutu.
Strategi dan metode pengajaran yang dikupas sesuai untuk segala usia dan update dengan kemajuan teknologi dan informasi. Cocok untuk para pendidik, orangtua, calon pendidik,dan pemerhati pendidikan yang ingin meningkatkan kualitas pembelajaran dan pendidikan.
Berbeda dengan buku-buku tentang pembelajaran pada umumnya yang hanya memprioritaskan pengelolaan kelas dan siswa, buku ini memberikan sudut pandang yang berbeda dengan menempatkan peran pribadi guru sebagai id";2017_Guru_Muslim_Abad_21.jpg
non-fiksi;https://www.goodreads.com/book/show/35227070-para-penghibur;Para Penghibur;Fandy Hutari;;2017;Basabasi;4.20;5ratings;1review;Nonfiction;"Di masa kolonialisme Belanda, geliat berkesenian mendapatkan ruang yang cukup semarak. Ada komedi, ada Opera Stamboel, Opera Permata Stamboel, Indera Ratoe Wilhelmina, Sinar Bintang Hindia, Indera Bangsawan, dan Opera Bangsawan. Mereka melakukan banyak pementasan dan pertunjukan kesenian, sebagiannya diselingi dansa-dansa Barat yang tengah populer; ceritanya diperkaya dengan cerita-cerita realis yang sedang terjadi, seperti ""Si Tjonat"", ""Njai Dasima"", dan ""Oie Tam Bah Sia"", juga yang bersumber cerita-cerita Barat, seperti ""Hamlet"", ""Soeatoe Saoedagar dari Venetie"", dan ""Penganten di Sorga"". Di Batavia sendiri, muncul perkumpulan kesenian Indo-Tionghoa pertama, yaitu Soei Ban Lian pada tahun 1911. Perkumpulan ini menyajikan cerita-cerita klasik Tionghoa, seperti ""Ong Tiauw Koen Ho Hoan"", ""T";2017_Para_Penghibur.jpg
non-fiksi;https://www.goodreads.com/book/show/35210125-kartinimasakini;#KartiniMasaKini: Kumpulan Kutipan dan catatan Inspiratif untuk membuat Diri Menjadi yang Terbaik Bagi Ibu Pertiwi;Aline Adita;;2017;PT. Gramedia Pustaka Utama;3.00;5ratings;2reviews;Nonfiction;"Kartini.
Bukan sekadar nama namun telah menjadi simbol emansipasi.
Berawal dari hasrat agar kaumnya mendapatkan persamaan hak, kebebasan, dan kesetaraan hukum, Kartini dan para pahlawan perempuan nasional lainnya membuka jalan agar para perempuan Indonesia berani bermimpi, menuntut ilmu setinggi-tingginya, dan bebas berkarya.
Buku ini adalah kumpulan kutipan para perempuan inspiratif, dari atlet, aktris, antropolog, psikolog, hingga politisi. Kini perempuan Indonesia dapat menjadi apa pun yang mereka inginkan. Sebuah pencapaian luar biasa yang dimulai dari sebuah mimpi.
Buku ini juga memuat wawancara dengan #KartiniMasaKini pilihan penulis: Sri Adiningsih (Ketua Dewan Pertimbangan Presiden), Obin (maestro kain Indonesia), Rima Melati (artis dan cancer survivor), dan Elisa Kasali (pemerhati";2017_#KartiniMasaKini_Kumpulan_Kutipan_dan_catatan_Inspiratif_unt.jpg
non-fiksi;https://www.goodreads.com/book/show/36390550-explore;Explore: 20 Kisah Perantau Ilmu;Perhimpunan Pelajar Indonesia se-Dunia;;2017;Elex Media Komputindo;4.12;57ratings;11reviews;Nonfiction;"Kuliah di luar negeri butuh perjuangan. Perjuangan meraih beasiswa, meyakinkan keluarga, melawan anggapan miring, hingga perjuangan bertahan hidup. Tidak mudah untuk mendapat nilai yang bagus dan lulus di semua mata kuliah. Tidak mudah untuk beradaptasi dengan iklim yang ekstrem. Juga bukan hal mudah untuk berkomunikasi dengan bahasa yang berbeda.
Buku ini menyajikan 20 kisah inspiratif terpilih dari para mahasiswa Indonesia dalam meraih dan menjalani pendidikan di luar negeri. Selain ceritanya yang menarik, pembaca juga bisa memetik cara, solusi, dan meluaskan pandangan dari eksplorasi para perantau ilmu.
----------------------------------------------------------------------------
Perhimpunan Pelajar Indonesia se-Dunia
PPI Dunia adalah wadah organisasi yang menaungi seluruh pelajar Indone";2017_Explore_20_Kisah_Perantau_Ilmu.jpg
non-fiksi;https://www.goodreads.com/book/show/35176075-anak-asuh-bernama-indonesia;Anak Asuh Bernama Indonesia;Emha Ainun Nadjib;;2017;Bentang Pustaka;4.23;56ratings;7reviews;Nonfiction;"Aku dititipi perjuangan bersama engkau semua, anak-anak dan cucu-cucuku. Perjuangan yang meskipun engkau dikepung oleh kegelapan, tapi engkau tetap sanggup menerbitkan cahaya dari dalam dirimu. Meskipun terbata-bata di jalanan yang sangat terjal, engkau tetap mampu menata kuda-kuda langkahmu sehingga keterjalan jalan itu bergabung ke dalam harmoni tangguhnya langkah-langkahmu.
Bahkan, sekalipun engkau ditimpa, ditindih, dihajar, dan seakan-akan dihancurkan oleh beribu beban dan permasalahan, engkau justru menjadi anak-anak cucu-cucuku yang mengubah jalanan itu menjadi rata bagi semua orang.
Melalui buku ini, kutitipkan hutan belantara pemikiranku kepadamu.";2017_Anak_Asuh_Bernama_Indonesia.jpg
non-fiksi;https://www.goodreads.com/book/show/36502937-berlibur-berburu-beasiswa-belajar-bekerja-dan-bermukim-di-australia-b;Berlibur, Berburu Beasiswa, Belajar, Bekerja dan Bermukim di Australia Barat;Novi Wilkinson;;2017;Gramedia Pustaka Utama;4.25;4ratings;1review;Nonfiction;;2017_Berlibur,_Berburu_Beasiswa,_Belajar,_Bekerja_dan_Bermukim_di.jpg
non-fiksi;https://www.goodreads.com/book/show/36409213-kesultanan-palembang-dalam-pusaran-konflik;Kesultanan Palembang dalam Pusaran Konflik;Farida R. Wargadalem;;2017;Kepustakaan Popular Gramedia dan EFEO;4.50;4ratings;0reviews;Nonfiction;KESULTANAN PALEMBANG menikmati periode kemakmuran di peralihan abad ke-19. Situasi ini mulai berubah dengan kasak-kusuk yang dilakukan oleh Raffles unutk mendapatkan dukungan dari sultan dalam mengusir Belanda dari Nusantara. Berdasarkan khususnya bahan arsip Belanda serta sejumlah kesaksian langsung, buku ini memaparkan secara terperinci peristiwa-peristiwa, tokoh-tokoh dan latar belakang internal maupun eksternal sejarah politik dan ekonomi kesultanan Palembang pada awal abad ke-19.;2017_Kesultanan_Palembang_dalam_Pusaran_Konflik.jpg
non-fiksi;https://www.goodreads.com/book/show/35096309-bapak-angkatan-udara;Bapak Angkatan Udara: Suryadi Suryadarma;Adityawarman Suryadarma;;2017;Kompas;4.50;4ratings;1review;Nonfiction;"Atas aba-aba dari Suryadarma, ketiga Glenn Martin menjatuhkan bom secara bersamaan dan terlihat paling sedikit satu kapal perang tepat kena bom. Pada saat itu, Lukkien melihat ada 6 pesawat Zero menyerang mereka dari atas, Lukkien kemudian berusaha menghindari serangan pesawatpesawat Zero Jepang tersebut dengan menunjamkan (dive) pesawatnya ke permukaan laut agar dapat terbang rendah di atas laut. Namun pesawat mereka tertembak dan salah satu peluru menebus paha pilot Lukkien.
Biografi Suryadi Suryadarma (1912-1975), Bapak Angkatan Udara Republik Indonesia, seperti diceritakan oleh Adityawarman Suryadarma. Diceritakan secara kronologis dalam kerangka besar sejarah kemerdekaan Indonesia, sejak pendudukan Belanda sampai dengan jatuh bangun saat mempertahankan Republik Indonesia. Sebuah usaha";2017_Bapak_Angkatan_Udara_Suryadi_Suryadarma.jpg
non-fiksi;https://www.goodreads.com/book/show/37618008-kesenjangan-ekonomi;Kesenjangan Ekonomi: Mewujudkan Keadilan Sosial di Indonesia;Eka Sastra;;2017;Expose (PT Mizan Publika);4.25;4ratings;1review;Nonfiction;"Masalah kesenjangan bukan soal angka statistik atau indeks Gini semata. Persoalan kesenjangan punya makna yang lebih dalam dari sekedar deretan angka. Ia berhubungan erat dengan masalah keadilan, keterbukaan informasi, serta pemerataan kesempatan dan akses dari sebuah proses perubahan yang bernama pembangunan.
Buku ini mengupas tuntas kesenjangan secara komprehensif. Analisisnya berangkat dari sudut ekonomi, dilengkapi pengalaman pembangunan ekonomi di beberapa belahan dunia dan teori-teori kebijakan untuk mencegah dan menurunkan level kesenjangan. Tak ayal, kekayaan literatur dan pengalaman penulis, menempatkan buku ini penting sebagai khazanah penting bagi para akademisi dan pemegang kebijakan untuk menemukan solusi mengatasi masalah kesenjangan";2017_Kesenjangan_Ekonomi_Mewujudkan_Keadilan_Sosial_di_Indonesia.jpg
