shelf;url;title;author;illustrator;year;publisher;rating;total_rating;total_review;genres;description;image_file
fiksi;https://www.goodreads.com/book/show/8138232-from-paris-to-eternity;From Paris to Eternity;Clio Freya;;2010;PT Gramedia Pustaka Utama;4.17;1,438ratings;110reviews;Romance, Novels, Indonesian Literature, Fiction, Young Adult, Adventure, Action;"Lanjutan EIFFEL, TOLONG!
Setelah menyelesaikan ""tugas"" dari Andrew McGallaghan, Fay Regina Wiranata kembali ke Indonesia, kembali menjadi siswa SMA biasa. Tak secuil pun kisah serunya di Paris ia bocorkan kepada sahabat-sahabat dan orangtuanya.
Fay hampir yakin kehidupannya akan berjalan normal seperti biasa. Namun, ia mendapat kejutan lain yang mau tak mau menyeretnya kembali ke peristiwa di Paris: ia menjadi juara lomba mengarang berbahasa Prancis dengan hadiah kursus singkat selama satu minggu di Paris!
Yakin dirinya tidak pernah mengikuti lomba yang dimaksud, tambahan lagi berita itu disampaikan oleh Institute de Paris yang merupakan kedok penculiknya tahun lalu, Fay tahu ia tidak punya pilihan lain kecuali berangkat ke Paris memenuhi panggilan Andrew.
Hari-harinya ternyata berjalan le";2010_From_Paris_to_Eternity.jpg
fiksi;https://www.goodreads.com/book/show/1670611.Three_Days_Cinderella;Three Days Cinderella;Agnes Jessica;;2005;Gramedia Pustaka Utama;3.46;1,056ratings;55reviews;Romance, Novels, Indonesian Literature, Fiction, Young Adult, Chick Lit, Family;"Andini, gadis sederhana dari Sukabumi, bertemu dengan Diane, gadis Jakarta yang modis, trendi, sangat kosmopolitan, dan. sangat mirip dengannya. Dianne meminta Andini untuk menggantikan dirinya dan menemui neneknya yang sakit di Sukabumi. Didandaninya Andini seperti dirinya, dan diberinya Andini imbalan uang.
Penipuan itu awalnya berjalan lancar, walaupun terjadi hal-hal yang membuat Andini gelagapan, karena sebetulnya ia tak begitu tahu masa lalu Dianne. Ia tersandung hal-hal yang membuatnya penasaran. Kenapa Dianne kabur dari rumah itu? Siapa yang menghamili Dianne sepuluh tahun lalu? Erick---saudara angkat Dianne---kah? Andini sempat membaca puisi cinta Dianne untuk Erick. Diam-diam ia juga jatuh cinta kepada lelaki itu.
Namun, ketika hampir berakhir, penipuan itu terbongkar. Tanpa seng";2005_Three_Days_Cinderella.jpg
fiksi;https://www.goodreads.com/book/show/13552390-fly-to-the-sky;Fly to the Sky;Nina Ardianti;;2012;GagasMedia;3.98;1,576ratings;191reviews;Romance, Novels, Indonesian Literature, Fiction, Young Adult, Contemporary Romance, Chick Lit;"Bertemu denganmu tidak pernah ada dalam agendaku. Begitu pula mungkin denganmu, tak tebersit namaku dalam hari-harimu, dulu. Tetapi, siapa yang menyangka, ujung benang merah milikku ternyata tersangkut di kelingkingmu.
Saat pertama kali bertemumu, tak ada yang asing. Kau seperti
dikirimkan dari masa lalu, seperti seseorang yang memang seharusnya menghuni ruang hatiku. Namun, tak ada dari kita yang menyadarinya. Sampai aku bergerak menjauh, dan kau berbalik menghilang. Padahal, rinai tawamu kusimpan, dan selalu kujaga dengan rindu menderu. Diam-diam, aku membisikkan harap, kapan kita berjumpa lagi?
Bukankah sudah diikat-Nya ujung benang merahmu di kelingkingku? Jadi, aku percaya kau akan menemukanku. Menggenapkan rindu yang separuh.";2012_Fly_to_the_Sky.jpg
fiksi;https://www.goodreads.com/book/show/13492821-daisyflo;Daisyflo;Yennie Hardiwidjaja;;2012;Gramedia Pustaka Utama;3.51;296ratings;59reviews;Romance, Novels, Indonesian Literature, Fiction, Young Adult, Friendship;"Di mata Junot, Tara adalah a miracle. Namun di mata Tora, Tara tidak lebih dari seseorang yang dapat digunakan dan ditinggalkan kapan pun dia mau. Tora telah menghancurkan sekaligus menguasai hidup Tara. Lalu kehidupan Tara yang abnormal pun dimulai. Dia mengorbankan Junot, manusia yang paling dicintainya di muka bumi ini. Ada yang bilang dia sakit jiwa, tapi hanya Tara yang tahu dia hampir menjadi pembunuh.
Sekarang tidak hanya Tara yang terlibat, tapi ada Alexander yang rela mengorbankan hidupnya yang cemerlang untuk menghitam di penjara karena Tara. Ada Junot, laki-laki yang rela menderita untuk mematri serbuk bintang di matanya. Ada Tora, manusia yang menjadi target bahwa Tara hanya akan bernapas untuk melihatnya mati. Juga Muli, sahabatnya sewaktu kuliah yang menyimpan rahasia terbesa";2012_Daisyflo.jpg
fiksi;https://www.goodreads.com/book/show/6097251-ai;Ai;Winna Efendi;;2009;Gagas Media;3.77;2,995ratings;269reviews;Romance, Novels, Indonesian Literature, Fiction, Young Adult, Friendship, Japan;"Cinta seperti sesuatu yang mengendap-endap di belakangmu.
Suatu saat tiba-tiba kau baru sadar, cinta menyergapmu tanpa peringatan
-Sei-
Aku mencintai Ai. Tidak tahu sejak kapan - mungkin sejak pertama kali dia menggenggam tanganku - aku tidak tahu mengapa, dan aku tidak tahu bagaimana. Aku hanya mencintainya, dengan caraku sendiri. Sekarang, semuanya sudah terlambat. Tidak. Semuanya sudah terlambat jauh sebelum hari ini - mungkin sejak festival musim panas itu, atau mungkin sejak kedatangan Shin. Dia telah memilih, sadar maupun tidak, dan orang itu bukanlah aku.
-Ai-
Aku bersahabat dengan Sei sejak kami masih sangat kecil. Saat mulai tumbuh remaja, gadis-gadis mulai mengejarnya. Entah bagaimana, aku pun mulai jatuh cinta padanya, tetapi aku memilih untuk menyimpannya. Lalu, datang Shin ke ";2009_Ai.jpg
fiksi;https://www.goodreads.com/book/show/11551617-hujan-dan-teduh;Hujan dan Teduh;Wulan Dewatra;;2011;Gagas Media;3.12;1,193ratings;175reviews;Romance, Novels, Indonesian Literature, Fiction, Young Adult, LGBT, Drama;"Kepadamu, aku menyimpan cemburu dalam harapan yang tertumpuk oleh sesak dipenuhi ragu.
Terlalu banyak ruang yang tak bisa aku buka. Dan, kebersamaan cuma memperbanyak ruang tertutup.
Mungkin, jalan kita tidak bersimpangan. Ya, jalanmu dan jalanku. Meski, diam-diam, aku masih saja menatapmu dengan cinta yang malu-malu.
Aku dan kamu, seperti hujan dan teduh. Pernahkah kau mendengar kisah mereka? Hujan dan teduh ditakdirkan bertemu, tetapi tidak bersama dalam perjalanan. Seperti itulah cinta kita. Seperti menebak langit abu-abu.
Mungkin, jalan kita tidak bersimpangan....";2011_Hujan_dan_Teduh.jpg
fiksi;https://www.goodreads.com/book/show/18588213-tokyo;Tokyo: Falling;Sefryana Khairil;tyo;2013;GagasMedia;3.83;1,047ratings;145reviews;Romance, Novels, Indonesian Literature, Fiction, Young Adult, Love, Drama;"Pembaca tersayang,
Musim panas di Tokyo selalu memiliki banyak warna. Sefryana Khairil, penulis Sweet Nothings dan Coba Tunjuk Satu Bintang mengajak kita berkeliling negeri sakura bersama dua wartawan bernama Thalia dan Tora.
Keduanya dipertemukan oleh sebuah lensa. Lalu, Danau Shinobazu membuka mata keduanya tentang bahwa kenyataan sering sekali berbeda dengan asumsi mereka pada awalnya. Thalia dan Tora berbagi tawa dan saling menyembuhkan. Hingga mereka sama-sama ragu, benarkah semuanya hanya sekadar kebetulan? Atau ini adalah satu dari misteri Ilahi yang mereka belum temukan jawabannya?
Setiap tempat punya cerita.
Dan bersama surat ini, kami kirimkan cerita dari timur yang sarat akan aroma lembut bunga sakura.
Enjoy the journey,
EDITOR";2013_Tokyo_Falling.jpg
fiksi;https://www.goodreads.com/book/show/15754854-syarat-jatuh-cinta;Syarat Jatuh Cinta;Marin Josi;;2012;GagasMedia;3.86;488ratings;44reviews;Romance, Novels, Indonesian Literature, Humor, Friendship;"Tak ada yang bisa menjamin cinta selalu akan berujung bahagia. Seringnya, mencintai membuatmu patah hati. Terluka. Meneteskan air mata bagi cinta yang berbalik dan meninggalkanmu.
Tapi pernahkah kau mencintai seperti yang aku alami?
Mencintai dalam sakit. Mengubah diri demi orang yang bahkan tak memalingkan wajahnya sedikit pun padamu. Hatiku berdarah, dan aku masih saja mencintainya. Bahkan, setiap malam aku masih menyempatkan diri untuk berdoa... supaya dia selalu bahagia.
Ini cinta yang bodoh. Ya, aku tahu itu. Tapi aku akan terus bertahan, terus mencintainya—hingga dia mengundangku masuk ke dunianya....";2012_Syarat_Jatuh_Cinta.jpg
fiksi;https://www.goodreads.com/book/show/6456028-dear-dylan;Dear Dylan;Stephanie Zen;;2008;PT Gramedia Pustaka Utama;3.69;1,083ratings;52reviews;Romance, Novels, Indonesian Literature, Teen, Young Adult, Humor, Young Adult Romance;"Satu tahun setelah balik pacaran lagi, hubungan Dylan dan Alice masih adem ayem aja. Konflik-konflik kecil yang mereka alami paling-paling karena Dylan tukang ngaret dan Alice suka cemburu buta. Apalagi pas Dylan syuting video klip bersama model kondang, Regina.
Tunggu! Konflik kecil? Adanya Regina justru awal dari masalah Dylan dan Alice. Alice yang masih anak SMA jelas enggak pede banget kalau dibanding-bandingkan dengan Regina yang model. Mana mau Dylan yang vokalis band ngetop Skillful terus pacaran dengan anak SMA kalau ada model cuantiiik yang mau jadi pacarnya?
Dan masalah demi masalah terus menguji cinta Dylan dan Alice. Mulai dari persiapan pernikahan kakak Dylan, sampai ke peristiwa Dylan memukul vokalis band lain dan kerusuhan yang menimpa konser Skillful. Kalau masalahnya sebes";2008_Dear_Dylan.jpg
fiksi;https://www.goodreads.com/book/show/13415844-believe;Believe;Morra Quatro;;2012;N/A;3.38;387ratings;69reviews;Romance, Novels, Indonesian Literature, Young Adult, Adult, Fiction;"Kalau bagimu merindukanku adalah hal yang berat, harusnya kau mencoba bagaimana caraku merindukanmu. Kau adalah matahari yang menghangatkan pagiku, dan bulan yang menerangi selama tidur malamku. Tak bosan aku merapalmu dalam doa-doaku, berusaha mengetuk hati Tuhan supaya berbaik hati mengirimkanmu untukku.
Tak perlulah kamu tahu berapa banyak air mata yang membasahi bantal saat khayalku terbawa dalam kenangan tentangmu. Dan, aku pun tak ingin kamu ikut sedih ketika tahu betapa dinginnya hari-hari tanpa senyummu....
Jadi, beri tahu aku, kapan kau akan kembali?Atau, haruskah aku lagi-lagi mengganggu Tuhan sampai Dia mengabulkan permintaanku?";2012_Believe.jpg
fiksi;https://www.goodreads.com/book/show/31287933-temantapimenikah;#TemantapiMenikah;Ayudia Bing Slamet;;2016;Elex Media Komputindo;3.55;1,176ratings;96reviews;Romance, Novels, Indonesian Literature, Young Adult, Contemporary;"Dia sahabat gue.
Selama 13 tahun, gue hanya menunggu dengan tulus tanpa pernah sekali pun menyatakan cinta.
Gue mempersiapkan diri untuk menembak wanita yang tepat di waktu yang tepat.
Dia selalu konsisten menyebutkan permainan perkusi gue keren,
dan gue juga konsisten ingin menjadikan dia teman hidup gue, dari dulu.
Lihatlah usaha gue untuk jadiin lo milik gue selamanya.
Bosan itu pasti, tapi kita jangan pernah saling pergi ya, Cha.";2016_#TemantapiMenikah.jpg
fiksi;https://www.goodreads.com/book/show/18954560-athena;Athena: Eureka!;Erlin  Natawiria;;2013;GagasMedia;3.29;410ratings;80reviews;Romance, Novels, Indonesian Literature, Young Adult, Fiction;"Pembaca tersayang,
Langkahkan kakimu ke kota sang dewi kebijaksanaan, Athena. Dari penulis debut Gagasmedia, Erlin Natawiria, kita akan mengikuti Widha mewujudkan impian masa kecilnya serta mendiang kakaknya yang kembar.
Satu insiden kecil di losmen mempertemukan Widha dengan Nathan. Mereka menjadi rekan seperjalanan; menyusuri Agora, Plaka, lalu ikut larut dalam keriaan sepasang pengantin baru di Rafina. Rasa bertumbuh seiring kaki-kaki mereka melangkah, dan binar tepercik setiap kali keduanya berserobok pandang.
Namun, di sebuah kios buku kuno di Monastiraki, Widha melihat hantu masa lalunya. Seseorang yang tidak seharusnya hadir di kota impiannya. Sosok yang gagal dia lupakan.
Setiap tempat punya cerita,
Di antara puing-puing kuil Parthenon, ada reruntuhan hati yang siap dibangun kembal";2013_Athena_Eureka!.jpg
fiksi;https://www.goodreads.com/book/show/1321740.Summer_Triangle;Summer Triangle;Hara Hope;;2005;Gramedia Pustaka Utama;3.24;366ratings;21reviews;Romance, Novels, Indonesian Literature, Young Adult, Fiction;"Saat kamu menatap langit di malam musim kering,
pandanglah langit utara,
temukan tiga bintang yang membentuk segitiga,
lalu dengar kisahnya.
Vega ditantang bokapnya untuk memotret bintang jatuh. Lantaran
diiming-imingi hadiah, dia jelas nerima tantangan itu kendati
memotret bintang jatuh merupakan hil yang mustahal. Hikmahnya,
tantangan ini membuat tiga cewek yang beda jauh karakternya: Vega,
Wiwi, dan Nina jadi akrab banget.
Kejadian ini sampai ke telinga Rio, musuh abadi Vega. Sambil
ngeledek, cowok kurus tapi cakep itu bilang tantangan memotret
bintang jatuh cuma akal-akalan bokapnya Vega. Bokap Vega mungkin cuma
mau nunjukin asal-muasal nama anaknya itu. Rio juga ngasih tau
sebenarnya ada yang lebih hebat lagi di balik bintang Vega. Dia
bilang takdir hidup Vega, Wiwi, Nina terikat pada";2005_Summer_Triangle.jpg
fiksi;https://www.goodreads.com/book/show/18634848-assalamualaikum-beijing;Assalamualaikum, Beijing!;Asma Nadia;;2013;Noura Books;3.97;1,471ratings;166reviews;Romance, Novels, Indonesian Literature, Young Adult, Fiction, Adventure, Travel;"Ajarkan aku mantra pemikat cinta Ahei dan Ashima,
maka akan kutaklukkan penghalang segala rupa
agar sampai cintaku padanya.
***
Dewa dan Ra adalah busur dan anak panah.
Keduanya memiliki bidikan yang sama, sebuah titik bernama istana cinta.
Tapi arah angin mengubah Dewa.
Sebagai busur, dia memilih sasarannya sendiri dan membiarkan anak panah melesat tanpa daya.
Sebagai laki-laki pengagum mitologi, Zhongwen ibarat kesatria tanpa kuda.
Sikapnya santun dan perangainya gagah, tapi langkahnya tak tentu arah.
Dia berburu sampai negeri jauh untuk mencari Tuhan sekaligus menemukan Asma, anak panah yang sanggup meruntuhkan tembok besar yang membentengi hatinya.
Dan di manakah Ra ketika dalam kegamangan Asma menelusuri Tembok China, menjejakkan kaki di pemakaman prajurit Terakota dan menjelajah duni";2013_Assalamualaikum,_Beijing!.jpg
fiksi;https://www.goodreads.com/book/show/17886983-restart;Restart;Nina Ardianti;;2013;Gagas Media;4.03;2,320ratings;327reviews;Romance, Novels, Indonesian Literature, Young Adult, Fiction, Contemporary Romance, Chick Lit;"""Semua orang pernah patah hati. All you have to do is move on.""
Aku selalu mengira tak akan bisa hidup tanpa cintanya. Aku lupa, semua luka perlahan-lahan akan sembuh juga. Biarkan saja waktu yang menjadi obatnya.
Saat itu akan tiba, ketika aku benar-benar menerima kenyataan bahwa kini tak ada lagi 'kita'. Sekarang hanya aku, minus dirinya. Dia pergi terlalu lama dan aku terlalu bodoh terus-terusan memikirkan dirinya. Aku bisa hidup tanpa kenangan dan senyumannya. Kalau sebelum mengenal dia saja aku bisa bahagia, apa bedanya bahagia setelah tanpa dirinya?
Aku pasti akan jatuh cinta lagi. Suatu hari nanti... dan dengan yang lebih baik dari dirinya.";2013_Restart.jpg
fiksi;https://www.goodreads.com/book/show/3501554-summer-breeze;Summer Breeze: Cinta Nggak Pernah Salah;Orizuka;;2008;Puspa Swara;3.91;2,680ratings;215reviews;Romance, Novels, Indonesian Literature, Young Adult, Fiction, Contemporary, Friendship;"Reina, cewek cantik bak bidadari. Kedatangannya dari Amerika sungguh mengejutkan si kembar Ares dan Orion. Reina lah yang 10 tahun ini menjadi fantasi terindah si kembar.
Ares. Preman kampus. Banyak musuhnya bo! Skeptis dan emosional. Seumur hidup dicap bodoh oleh semua orang. Hubungan dengan ayahnya kian hari kian buruk. Bagi keluarganya, masa depan Ares gelap, segelap malam yang paling buta.
Orion. Bintang basket, penerima beasiswa, sekaligus cowok populer di kampus. Sifatnya berkebalikan 180° dari saudara kembarnya. Bagi keluarganya, masa depan Orion cerah, secerah matahari.
Reina sayang pada Ares dan Orion. Tapi cinta Reina hanya tersemat pada satu orang. Yup! Reina telah memilih, bahkan sudah sejak sepuluh tahun lalu... ketika mereka sama-sama membuat surat permohonan. Nggak nyangka..";2008_Summer_Breeze_Cinta_Nggak_Pernah_Salah.jpg
fiksi;https://www.goodreads.com/book/show/13624838-one-last-chance;One Last Chance;Stephanie Zen;;2012;Gramedia Pustaka Utama;3.64;687ratings;75reviews;Romance, Novels, Indonesian Literature, Young Adult, Fiction, Roman, Friendship;"Adrienne Hanjaya, novelis muda berbakat yang buku-bukunya selalu bestseller, mempunyai satu Tak boleh ada patah hati yang tak menghasilkan royalti.
Setiap kisah cintanya yang berantakan selalu dituangkan Adrienne dalam naskah. Semuanya. Dengan nama tokoh pria yang sering kali menggunakan nama sebenarnya, dengan ending buruk bagi si tokoh pria dan kebahagiaan bagi si tokoh wanita. Adrienne berpendapat, para pria itu layak mendapatkannya karena telah menyia-nyiakan cintanya.
Sampai akhirnya, Adrienne bertemu Danny Husein, calon dokter muda yang bahkan sempat dikiranya too good to be true. Kali ini Adrienne mengira akhirnya ia bisa menulis novel roman yang berakhir dengan tokoh pria dan wanita bahagia bersama.
Tapi perkiraan Adrienne salah. Salah satu cowok yang pernah dijadikan tokoh novelny";2012_One_Last_Chance.jpg
non-fiksi;https://www.goodreads.com/book/show/25576271-catatan-pendek-untuk-cinta-yang-panjang;Catatan Pendek untuk Cinta yang Panjang;Boy Candra;;2015;MediaKita;3.92;1,361ratings;33reviews;Romance, Novels, Love;"Pada akhirnya, kamu hanya perlu mensyukuri apa pun yang kamu miliki hari ini. Walaupun yang kamu tunggu tak pernah datang.
Walaupun yang kamu perjuangkan tak pernah sadar dengan apa yang kamu lakukan. Nikmati saja.
Kelak, dia yang kamu cintai akan tahu, betapa kerasnya kamu memperjuangkannya.
- Boy Candra -";2015_Catatan_Pendek_untuk_Cinta_yang_Panjang.jpg
fiksi;https://www.goodreads.com/book/show/34918700-bidadari-bermata-bening;Bidadari Bermata Bening;Habiburrahman El-Shirazy;;2017;Republika;4.27;1,148ratings;139reviews;Romance, Novels, Love, Religion, Islam, Fiction;"“Novel ini mendeskripsikan dunia pesantren dan orang-orang pesantren dengan apik. Khazanah dan nilai-nilai adiluhung pesantren pun disampaikan dalam bahasa sastra yang indah.”
—Prof. Dr. Masykuri Abdillah, MA., Direktur Sekolah Pascasarjana UIN Syarif Hidayatullah Jakarta";2017_Bidadari_Bermata_Bening.jpg
fiksi;https://www.goodreads.com/book/show/45435205-hati-suhita;Hati Suhita;Khilma Anis;;2019;Telaga Aksara & Mazaya Media;4.35;1,698ratings;136reviews;Romance, Novels, Religion, Love, Romantic, Islam, Roman;"Alina Suhita, perempuan dari trah darah biru pesantren dengan moyang pelestari ajaran Jawa, sejak remaja terikat perjodohan. Ketika hari pernikahan tiba, Gus Birru suaminya, menumpahkan kekesalan dengan tidak mau menggauli Suhita. Tinggal dalam satu kamar tapi tempat tidur terpisah sejak malam pertama pernikahan. Tanpa perbincangan apalagi kehangatan, namun bisa bersandiwara sebagai pasangan pengantin mesra ketika di luar.
Alina Suhita begitu patuh. Khas tawadhu' santri. Baginya, mikul duwur mendem jeu menjadi pegangan yang mutlak diterima dan dilakukan tanpa reserve. Gejolak hasrat seorang istri yang disambut penolakan terang-terangan suami, tepat ketika perempuan masa lalu suami muncul menjalin komunikasi layaknya sepasang kekasih, adalah penderitaan yang mengiringi konflik batinnya sela";2019_Hati_Suhita.jpg
fiksi;https://www.goodreads.com/book/show/42434366-enjoy-the-little-things;Enjoy The Little Things;Kincirmainan;;2018;Elex Media Komputindo;4.01;319ratings;74reviews;Romance, Novels, Roman, Adult, Contemporary Romance, Fiction;"Bapak adalah lelaki Jawa yang perfeksionis. Sifat Bapak ini terlihat jelas saat menyelidiki bibit-bebet-bobot calon menantu yang akan menikahi tiga anak gadisnya nanti. Yang Maharani tahu, nama baik Bapak adalah segalanya. Rani tak mau merusak itu. Lebih baik tidak menikah, kalau ternyata suatu hari nanti harga diri Bapak akan terluka karena pilihan Rani. Namun keadaan ternyata berkata lain.
Pada malam ketiga setelah putus hubungan dengan Bima, Maharani bertemu seorang pemuda yang penampilannya membuat Rani sempat meragukan kejantanannya. Tapi sesuatu yang terjadi di antara mereka, khususnya dua bulan setelah pertemuan mereka itu, pasti membuat Rani akan berpikir ratusan kali jika ingin meragukan siapa pun. Kecelakaan yang terjadi antara Rani dan Yudha, si pemuda feminin, membuatnya harus ";2018_Enjoy_The_Little_Things.jpg
fiksi;https://www.goodreads.com/book/show/50513184-mantan-rasa-gebetan;Mantan Rasa Gebetan;Titi Sanaria;;2020;Elex Media Komputindo;3.82;313ratings;60reviews;Romance, Novels, Second Chance, Fiction, Contemporary Romance;Malino menjadi tempat pelarian Kayana pasca perceraiannya dengan Yudistira. Meninggalkan Jakarta berserta sekelumit kenangan menyakitkan. Menjauh dari masa lalu buruk yang masih terus merongrongnya. Ketika hidupnya bergulir ke arah yang tepat dengan mencoba membangun hubungan dengan laki-laki lain, Yudistira muncul di hadapannya seperti hantu yang membayangi. Tidak akan semudah itu Kayana menerima kembali seseorang yang sudah meninggalkan sayatan luka dalam hidupnya. Namun, Yudistira juga tampaknya tidak main-main dengan niatnya untuk rujuk. Adakah kesempatan kedua untuk hubungan yang pernah dilandasi dengan kebohongan?;2020_Mantan_Rasa_Gebetan.jpg
fiksi;https://www.goodreads.com/book/show/216189718-bandung-menjelang-pagi;Bandung Menjelang Pagi;Brian Khrisna;;2024;mediakita;3.98;548ratings;135reviews;Romance, Novels, Slice Of Life, Fiction, Love;"Menjelang pagi, Bandung berubah menjadi kota yang tak lagi sama. Malam terasa sangat panjang dan lebih mencekam dari kelam. Para bandit, pemadat, tukang judi, bocah geng motor, begundal grafiti, semuanya berkeliaran bak tikus-tikus ketika air got meluap.
Di kota ini, Dipha adalah bocah berandalan yang mampu mengerjakan apa saja. Berjualan bacang di Asia Afrika, pelayan kafe di Braga, buruh angkut kertas di Pajagalan, ataupun buruh kain di Tamin. Apa pun ia lakukan untuk bertahan hidup. Kemampuannya untuk mengerjakan apa saja itu membawanya bertemu dengan seorang gadis misterius bernama Vinda yang ngotot minta dicarikan tempat tinggal dengan segala syarat yang tak masuk akal.
Seperti dipermainkan oleh takdir, satu-satunya tempat yang tersedia adalah kontrakan petak yang terletak tepat di se";2024_Bandung_Menjelang_Pagi.jpg
fiksi;https://www.goodreads.com/book/show/30412548-revan-reina;Revan & Reina;Christa Bella;;2016;Ikon;3.60;335ratings;30reviews;Romance, Novels, Young Adult;"Pandangan Reina dan Revan beradu. Dan, hal pertama yang mampu gadis itu lakukan adalah memejamkan kedua matanya sambil menghirup udara sebanyak mungkin. Sementara ia menyusun kata demi kata untuk mengurai penjelasan, justru Revanlah yang pertama kali membuka mulut. Memecah keheningan yang janggal. Meski begitu, ekspresi Revan terlihat muram.
“Gue ngerti kok, Na. Tanpa lo jelasin pun, gue bisa mengerti,” Revan melempar pandangannya ke arah lain. “Karena itu satu-satunya hal yang mesti gue lakukan ketika dia kembali.”
Reina masih terdiam. Perasaannya teraduk-aduk.
***
Sebab Revan percaya, hati yang terluka hanya perlu waktu untuk sembuh.
Namun, bukankah rasa kerap berjalan beriringan dengan anomali?
Kini, kebahagiaan pun masih bertumpu pada ketidakpastian.";2016_Revan_&_Reina.jpg
fiksi;https://www.goodreads.com/book/show/15716013-me-and-you-versus-the-world;Me And You Versus The World;Stanley Meulen;;2012;Wahyu Media;3.50;334ratings;36reviews;Romance, Novels, Young Adult;"Hidup Jeremy Mulen, pria dewasa (28 tahun), lajang dan seorang profesional muda benar-benar terasa membosankan setelah putus dari Vida. Kesehariannya penuh dengan berbagai macam konflik khas orang dewasa. Dari masalah pekerjaan, hubungannya dengan banyak wanita dewasa, dan pencariannya akan cinta sejati. Tetapi, hanya dibutuhkan waktu 15 detik untuk mengubah keseluruhan hidup seorang Jeremy dan memutar balikkan dunianya selama ini: 180 derajat!
15 detik untuk selamanya…
Jeremy menemukan apa yang ia cari selama ini. Ia jatuh cinta pada seorang gadis bernama Sera Karina. Tapi ada yang ganjil dari Sera. Bukan! Sera bukan gadis vampir, bukan pula gadis serigala. Sera gadis biasa. Tapi, ia adalah gadis biasa yang berumur… 14 tahun!!! No way…!!! Tapi kita manusia memang tidak akan pernah tahu de";2012_Me_And_You_Versus_The_World.jpg
fiksi;https://www.goodreads.com/book/show/58804210-ancika;Ancika: Dia yang Bersamaku Tahun 1995;Pidi Baiq;;2021;Pastel Books;4.09;1,103ratings;161reviews;Romance, Novels, Young Adult, Fiction, Love, Romantic;Setelah putus dengan Milea, Dilan menjalin persahabatan dengan Ancika Mehrunisa Rabu, yang kemudian berkembang menjadi kisah cinta. Kisah Dilan bersama Ancika ini kemudian ditulis oleh Ayah Pidi Baiq dalam novel berjudul Ancika: Dia yang Bersamaku Tahun 1995. Ancika akan menceritakan kisahnya bersama Dilan ketika Ancika berumur 17 tahun dan masih seorang siswi SMA. Dilan sendiri, saat itu, sedang berkuliah di ITB. Sosok Ancika tidak kalah menarik daripada Dilan. Dilan dan Ancika seolah-olah memang diciptakan untuk saling mengisi dan saling melengkapi satu sama lain. Apakah Ancika adalah alasan satu-satunya mengapa Dilan tidak bisa balikan dengan Milea? Baca kisah lengkap Ancika di dalam novel ini!;2021_Ancika_Dia_yang_Bersamaku_Tahun_1995.jpg
fiksi;https://www.goodreads.com/book/show/7757768-smash;Smash!;Nonier;;2008;Gramedia Pustaka Utama;3.66;364ratings;67reviews;Romance, Novels, Young Adult, Indonesian Literature;"Dalam pertandingan voli ataupun naklukin cewek, Aryo pantang menyerah. Gelar pemain andalan sekaligus playboy melekat erat dalam dirinya. Kalau macarin cewek, Aryo paling cuma tahan dua bulan. Setelah itu...bosen dan cari lagi yang baru!
Tapi di rumah Aryo kalah dari Ardi. Masnya ini ulet berbisnis dan selalu macarin cewek-cewek cakep. Makanya Aryo bingung juga waktu Ardi mau aja dijodohin sama Rayana, anak kelas 3 SMA yang cakepnya sedeng-sedeng aja.
Aryo merasa Rayana nggak selevel dengan Ardi. Aryo juga curiga Rayana cewek matre. Aryo berniat menguji kesetiaan sang calon kakak ipar yang ternyata adik kelasnya waktu di SMA itu. Dia sengaja menggoda Rayana supaya cewek itu jatuh cinta padanya.
Rayana yang pendiam namun bukan cewek melempem ternyata membuat dunia Aryo jungkir-balik. Dan...";2008_Smash!.jpg
fiksi;https://www.goodreads.com/book/show/29997015-d-essert;Déessert;Elsa Puspita;;2016;Bentang Pustaka;3.92;270ratings;105reviews;Romance, Novels, Young Adult, Indonesian Literature, Fiction;"Bagi sebagian orang, cinta SMA hanyalah salah satu kenangan masa remaja yang mudah saja untuk dilupakan. Tapi, bagaimana jika ia kembali hadir di masa kini? Dengan sosok yang jauh berbeda daru masa lalu. Lebih tampan, lebih berkharisma, dan lebih berpotensi kembali mencuri hati?
Naya begitu kaget melihat Dewa kembali ke Tanah Air, setelah selama delapan tahun sekolah dan bekerja di Australia. Karena campur tangan Lulu, sahabat sekaligus partner bisnis Naya, pria itu kini membantu mengurusi calon resto baru Naya dan Lulu, sebagai chef pastry. Namun, semuanya jadi tidak mudah. Di tengah kesibukan jelang pembukaan Dapoer Ketje, keduanya justru melancarkan aksi perang dingin dengan ego masing-masing.
Suasana makin diperparah dengan kehadiran Ava, mantan kekasih Dewa yang datang dari Australia.";2016_Déessert.jpg
